Part_Rendered_Texture_0,                4096,   2048,   0.4
Part_Pig_0_Rendered,                    2646,   841,    100,    99,     0,      0,      1,      1
Part_Pig_1_Rendered,                    993,    322,    102,    109,    0,      0,      1,      1
Part_Pig_2_Rendered,                    274,    1315,   111,    111,    0,      0,      1,      1
Part_Pig_3_Rendered,                    867,    1022,   100,    114,    0,      0,      1,      1
Part_Pig_4_Rendered,                    2139,   1809,   116,    101,    0,      0,      1,      1
Part_Pig_5_Rendered,                    1142,   878,    131,    109,    0,      0,      1,      1
Part_Pig_6_Rendered,                    2566,   947,    119,    99,     0,      0,      1,      1
Part_Pig_7_Rendered,                    2668,   1361,   100,    94,     0,      0,      1,      1
Part_Pig_8_Rendered,                    2830,   610,    100,    94,     0,      0,      1,      1
Part_Pig_9_Rendered,                    2255,   1803,   112,    96,     0,      0,      1,      1
Part_Pig_10_Rendered,                   2306,   1173,   100,    102,    0,      0,      1,      1
Part_Pig_11_Rendered,                   618,    1025,   152,    125,    0,      0,      1,      1
Part_Pig_12_Rendered,                   984,    0,      132,    115,    0,      0,      1,      1
Part_Pig_13_Rendered,                   1794,   1076,   135,    107,    0,      0,      1,      1
Part_Pig_14_Rendered,                   986,    115,    128,    97,     0,      0,      1,      1
Part_Pig_15_Rendered,                   605,    1426,   162,    132,    0,      0,      1,      1
Part_Pig_16_Rendered,                   1359,   108,    116,    104,    0,      0,      1,      1
Part_Pig_17_Rendered,                   636,    849,    100,    120,    0,      0,      1,      1
Part_Pig_18_Rendered,                   1902,   968,    132,    107,    0,      0,      1,      1
Part_Pig_19_Rendered,                   840,    599,    114,    117,    0,      0,      1,      1
Part_TimeBomb_0_Rendered,               2865,   1339,   102,    90,     0,      0,      1,      1
Part_KingPig_0_Rendered,                0,      927,    230,    251,    0,      0,      1,      1
Part_KingPig_1_Rendered,                508,    368,    259,    241,    0,      0,      1,      1
Part_KingPig_2_Rendered,                257,    368,    251,    258,    0,      0,      1,      1
Part_KingPig_3_Rendered,                0,      659,    332,    268,    0,      0,      1,      1
Part_KingPig_4_Rendered,                339,    0,      259,    256,    0,      0,      1,      1
Part_KingPig_5_Rendered,                0,      0,      339,    368,    0,      0,      1,      1
Part_KingPig_6_Rendered,                0,      368,    257,    291,    0,      0,      1,      1
Part_Egg_0_Rendered,                    2913,   1429,   84,     86,     0,      0,      1,      1
Part_Egg_1_Rendered,                    3254,   790,    94,     72,     0,      0,      1,      1
Part_Egg_2_Rendered,                    1673,   1943,   92,     105,    0,      0,      1,      1
Part_Egg_3_Rendered,                    722,    609,    118,    119,    0,      0,      1,      1
Part_Egg_4_Rendered,                    890,    1249,   61,     113,    0,      0,      1,      1
Part_Egg_5_Rendered,                    2171,   1910,   89,     97,     0,      0,      1,      1
Part_WoodenFrame_0_Rendered,            1036,   1135,   110,    112,    0,      0,      1,      1
Part_WoodenFrame_1_Rendered,            933,    1588,   110,    112,    0,      0,      1,      1
Part_WoodenFrame_2_Rendered,            979,    1475,   110,    112,    0,      0,      1,      1
Part_WoodenFrame_3_Rendered,            1019,   1360,   110,    112,    0,      0,      1,      1
Part_WoodenFrame_4_Rendered,            848,    716,    116,    116,    0,      0,      1,      1
Part_WoodenFrame_5_Rendered,            1079,   1924,   110,    111,    0,      0,      1,      1
Part_WoodenFrame_6_Rendered,            767,    363,    116,    118,    0,      0,      1,      1
Part_WoodenFrame_7_Rendered,            728,    1743,   132,    126,    0,      0,      1,      1
Part_WoodenFrame_8_Rendered,            596,    1151,   110,    126,    0,      0,      1,      1
Part_WoodenFrame_9_Rendered,            1124,   1247,   110,    112,    0,      0,      1,      1
Part_MetalFrame_0_Rendered,             976,    1700,   110,    112,    0,      0,      1,      1
Part_MetalFrame_1_Rendered,             1043,   1587,   110,    112,    0,      0,      1,      1
Part_MetalFrame_2_Rendered,             517,    1310,   118,    116,    0,      0,      1,      1
Part_MetalFrame_3_Rendered,             767,    1274,   123,    124,    0,      0,      1,      1
Part_MetalFrame_4_Rendered,             1089,   1472,   110,    112,    0,      0,      1,      1
Part_MetalFrame_5_Rendered,             1129,   1359,   110,    112,    0,      0,      1,      1
Part_MetalFrame_6_Rendered,             457,    256,    112,    112,    0,      0,      1,      1
Part_MetalFrame_7_Rendered,             1000,   1812,   110,    112,    0,      0,      1,      1
Part_MetalFrame_8_Rendered,             767,    481,    116,    118,    0,      0,      1,      1
Part_MetalFrame_9_Rendered,             385,    1313,   132,    113,    0,      0,      1,      1
Part_MetalFrame_10_Rendered,            309,    1760,   143,    135,    0,      0,      1,      1
Part_MetalFrame_11_Rendered,            339,    256,    118,    112,    0,      0,      1,      1
Part_CartWheel_0_Rendered,              1928,   108,    110,    103,    0,      0,      1,      1
Part_CartWheel_1_Rendered,              2038,   108,    110,    103,    0,      0,      1,      1
Part_CartWheel_2_Rendered,              2148,   108,    110,    103,    0,      0,      1,      1
Part_CartWheel_3_Rendered,              0,      1948,   110,    100,    0,      0,      1,      1
Part_CartWheel_4_Rendered,              1475,   108,    110,    104,    0,      0,      1,      1
Part_CartWheel_5_Rendered,              1585,   108,    110,    104,    0,      0,      1,      1
Part_CartWheel_6_Rendered,              2258,   108,    110,    103,    0,      0,      1,      1
Part_CartWheel_7_Rendered,              2601,   633,    106,    100,    0,      0,      1,      1
Part_CartWheel_8_Rendered,              2602,   527,    106,    100,    0,      0,      1,      1
Part_CartWheel_9_Rendered,              2458,   106,    106,    103,    0,      0,      1,      1
Part_CartWheel_10_Rendered,             2047,   1605,   110,    102,    0,      0,      1,      1
Part_NormalWheel_0_Rendered,            2564,   106,    72,     103,    0,      0,      1,      1
Part_NormalWheel_1_Rendered,            1787,   108,    72,     104,    0,      0,      1,      1
Part_NormalWheel_2_Rendered,            2017,   1499,   74,     106,    0,      0,      1,      1
Part_NormalWheel_3_Rendered,            971,    831,    72,     110,    0,      0,      1,      1
Part_NormalWheel_4_Rendered,            1859,   108,    69,     104,    0,      0,      1,      1
Part_NormalWheel_5_Rendered,            2636,   106,    71,     103,    0,      0,      1,      1
Part_NormalWheel_6_Rendered,            2249,   1702,   69,     101,    0,      0,      1,      1
Part_SmallWheel_0_Rendered,             667,    1558,   40,     57,     0,      0,      1,      1
Part_SmallWheel_1_Rendered,             707,    1558,   40,     57,     0,      0,      1,      1
Part_SmallWheel_2_Rendered,             636,    969,    40,     56,     0,      0,      1,      1
Part_SmallWheel_3_Rendered,             747,    1558,   40,     57,     0,      0,      1,      1
Part_SmallWheel_4_Rendered,             348,    1563,   45,     60,     0,      0,      1,      1
Part_SmallWheel_5_Rendered,             820,    964,    40,     57,     0,      0,      1,      1
Part_SmallWheel_6_Rendered,             676,    969,    40,     56,     0,      0,      1,      1
Part_SmallWheel_7_Rendered,             300,    1565,   48,     58,     0,      0,      1,      1
Part_MotorWheel_0_Rendered,             205,    1943,   94,     105,    0,      0,      1,      1
Part_MotorWheel_1_Rendered,             1695,   108,    92,     104,    0,      0,      1,      1
Part_MotorWheel_2_Rendered,             1828,   752,    97,     108,    0,      0,      1,      1
Part_MotorWheel_3_Rendered,             964,    658,    94,     110,    0,      0,      1,      1
Part_MotorWheel_4_Rendered,             2508,   527,    94,     106,    0,      0,      1,      1
Part_MotorWheel_5_Rendered,             1925,   752,    92,     107,    0,      0,      1,      1
Part_MotorWheel_6_Rendered,             2601,   421,    94,     106,    0,      0,      1,      1
Part_Bellows_0_Rendered,                2259,   1591,   108,    100,    0,      0,      1,      1
Part_Bellows_1_Rendered,                2307,   1481,   108,    100,    0,      0,      1,      1
Part_Bellows_2_Rendered,                2334,   1375,   108,    100,    0,      0,      1,      1
Part_Bellows_3_Rendered,                2415,   1269,   108,    100,    0,      0,      1,      1
Part_Bellows_4_Rendered,                3021,   1486,   116,    69,     0,      0,      1,      1
Part_Bellows_5_Rendered,                2458,   953,    108,    100,    0,      0,      1,      1
Part_Bellows_6_Rendered,                2224,   1381,   110,    100,    0,      0,      1,      1
Part_Bellows_7_Rendered,                2007,   859,    111,    106,    0,      0,      1,      1
Part_Fan_0_Rendered,                    1199,   1471,   59,     112,    0,      0,      1,      1
Part_Fan_1_Rendered,                    977,    1135,   59,     113,    0,      0,      1,      1
Part_Fan_2_Rendered,                    901,    1362,   61,     113,    0,      0,      1,      1
Part_Fan_3_Rendered,                    962,    1362,   57,     113,    0,      0,      1,      1
Part_Fan_4_Rendered,                    921,    1475,   58,     113,    0,      0,      1,      1
Part_Fan_5_Rendered,                    951,    1249,   61,     113,    0,      0,      1,      1
Part_Propeller_0_Rendered,              216,    1765,   48,     142,    0,      0,      1,      1
Part_Propeller_1_Rendered,              196,    1426,   43,     142,    0,      0,      1,      1
Part_Propeller_2_Rendered,              299,    1907,   48,     141,    0,      0,      1,      1
Part_Propeller_3_Rendered,              264,    1765,   45,     142,    0,      0,      1,      1
Part_Propeller_4_Rendered,              316,    1173,   30,     142,    0,      0,      1,      1
Part_Propeller_5_Rendered,              239,    1426,   43,     142,    0,      0,      1,      1
Part_Propeller_6_Rendered,              282,    1426,   30,     139,    0,      0,      1,      1
Part_Propeller_7_Rendered,              301,    1623,   30,     137,    0,      0,      1,      1
Part_Propeller_8_Rendered,              274,    1173,   42,     142,    0,      0,      1,      1
Part_Propeller_9_Rendered,              0,      1799,   45,     149,    0,      0,      1,      1
Part_Rotor_0_Rendered,                  2260,   1899,   264,    92,     0,      0,      1,      1
Part_Rotor_1_Rendered,                  2631,   1570,   256,    92,     0,      0,      1,      1
Part_Rotor_2_Rendered,                  1409,   1959,   264,    89,     0,      0,      1,      1
Part_Rotor_3_Rendered,                  2367,   1581,   264,    95,     0,      0,      1,      1
Part_Rotor_4_Rendered,                  2930,   610,    264,    92,     0,      0,      1,      1
Part_Rotor_5_Rendered,                  2367,   1787,   264,    92,     0,      0,      1,      1
Part_Rotor_6_Rendered,                  2523,   1267,   266,    94,     0,      0,      1,      1
Part_Rotor_7_Rendered,                  2420,   1676,   258,    92,     0,      0,      1,      1
Part_Rotor_8_Rendered,                  2415,   1475,   260,    95,     0,      0,      1,      1
Part_Rotor_9_Rendered,                  1928,   536,    262,    107,    0,      0,      1,      1
Part_CokeBottle_0_Rendered,             2731,   1923,   96,     83,     0,      0,      1,      1
