Part_Texture_0,                         4096,   2048,   0.01302083
Part_Pig_0_0,                           1524,   1966,   95,     81,     1,      5,      0.4,    0.4
Part_Pig_0_1,                           2903,   951,    87,     50,     1,      -2,     0.4,    0.4
Part_Pig_0_2,                           164,    241,    75,     8,      -5,     2,      0.4,    0.4
Part_Pig_0_3,                           2186,   1821,   53,     26,     1,      1,      0.4,    0.4
Part_Pig_1_0,                           1048,   1516,   57,     41,     0,      0,      0.4,    0.4
Part_Pig_1_1,                           1785,   203,    99,     34,     0,      0,      0.4,    0.4
Part_Pig_2_0,                           2794,   1134,   107,    50,     1,      0,      0.4,    0.4
Part_Pig_2_1,                           410,    1107,   64,     21,     0,      0,      0.4,    0.4
Part_Pig_3_0,                           740,    1521,   47,     39,     2,      0,      0.4,    0.4
Part_Pig_3_1,                           1986,   203,    61,     34,     0,      0,      0.3,    0.3
Part_Pig_4_0,                           2640,   1449,   111,    51,     -1,     1,      0.4,    0.4
Part_Pig_5_0,                           1959,   929,    126,    90,     0,      0,      0.4,    0.4
Part_Pig_6_0,                           2444,   733,    98,     47,     -7,     0,      0.4,    0.4
Part_Pig_6_1,                           395,    241,    73,     8,      2,      0,      0.4,    0.4
Part_Pig_6_2,                           789,    1521,   46,     39,     2,      2,      0.4,    0.4
Part_Pig_6_3,                           884,    373,    78,     83,     1,      0,      0.4,    0.4
Part_Pig_7_0,                           1621,   1965,   95,     81,     0,      1,      0.4,    0.4
Part_Pig_7_1,                           2594,   722,    95,     58,     0,      1,      0.4,    0.4
Part_Pig_7_2,                           320,    2034,   77,     13,     1,      1,      0.4,    0.4
Part_Pig_7_3,                           2241,   1821,   53,     26,     1,      -1,     0.4,    0.4
Part_Pig_7_4,                           1621,   1965,   95,     81,     0,      5,      0.4,    0.4
Part_Pig_7_5,                           2241,   1821,   53,     26,     1,      3,      0.4,    0.4
Part_Pig_7_6,                           2746,   781,    95,     57,     0,      6,      0.4,    0.4
Part_Pig_8_0,                           1056,   560,    95,     81,     1,      1,      0.4,    0.4
Part_Pig_8_1,                           2098,   1823,   86,     28,     0,      1,      0.4,    0.4
Part_Pig_8_2,                           304,    1107,   53,     25,     0,      0,      0.4,    0.4
Part_Pig_9_0,                           1185,   1329,   96,     82,     0,      2,      0.4,    0.4
Part_Pig_9_1,                           523,    1373,   109,    39,     -2,     1,      0.4,    0.4
Part_Pig_9_2,                           214,    1266,   74,     7,      2,      2,      0.4,    0.4
Part_Pig_9_3,                           2008,   1824,   57,     29,     0,      0,      0.4,    0.4
Part_Pig_9_4,                           633,    1084,   15,     44,     1,      0,      0.4,    0.4
Part_Pig_9_5,                           409,    203,    44,     35,     2,      1,      0.4,    0.4
Part_Pig_10_0,                          1153,   560,    95,     81,     1,      7,      0.4,    0.4
Part_Pig_10_1,                          2865,   1010,   87,     50,     1,      1,      0.4,    0.4
Part_Pig_10_2,                          1692,   203,    52,     37,     0,      1,      0.4,    0.4
Part_Pig_10_3,                          1153,   560,    95,     81,     1,      1,      0.4,    0.4
Part_Pig_11_0,                          540,    866,    37,     108,    0,      0,      0.4,    0.4
Part_Pig_11_1,                          162,    1805,   147,    116,    0,      0,      0.4,    0.4
Part_Pig_11_2,                          1886,   203,    98,     34,     0,      0,      0.4,    0.4
Part_Pig_12_0,                          1250,   559,    95,     81,     1,      7,      0.4,    0.4
Part_Pig_12_1,                          2672,   1230,   87,     55,     0,      2,      0.4,    0.4
Part_Pig_12_2,                          722,    203,    127,    45,     1,      0,      0.4,    0.4
Part_Pig_12_3,                          918,    203,    55,     43,     -1,     0,      0.4,    0.4
Part_Pig_12_4,                          1250,   559,    95,     81,     1,      1,      0.4,    0.4
Part_Pig_12_5,                          2676,   1629,   87,     49,     1,      2,      0.4,    0.4
Part_Pig_13_0,                          2294,   203,    75,     29,     1,      0,      0.4,    0.4
Part_Pig_13_1,                          141,    241,    21,     11,     0,      1,      0.4,    0.4
Part_Pig_13_2,                          601,    203,    119,    46,     3,      2,      0.4,    0.4
Part_Pig_13_3,                          311,    1907,   16,     14,     0,      0,      0.4,    0.4
Part_Pig_14_0,                          1354,   1329,   124,    81,     0,      7,      0.4,    0.4
Part_Pig_14_1,                          2891,   829,    87,     52,     1,      2,      0.4,    0.4
Part_Pig_14_2,                          241,    241,    75,     8,      1,      -1,     0.4,    0.4
Part_Pig_14_3,                          2346,   1378,   53,     26,     1,      -1,     0.4,    0.4
Part_Pig_14_4,                          1354,   1329,   124,    81,     0,      1,      0.4,    0.4
Part_Pig_14_5,                          2936,   883,    87,     50,     1,      3,      0.4,    0.4
Part_Pig_15_0,                          2255,   1407,   95,     84,     1,      7,      0.4,    0.4
Part_Pig_15_1,                          2586,   1391,   87,     56,     1,      1,      0.4,    0.4
Part_Pig_15_2,                          311,    1795,   156,    110,    0,      -1,     0.4,    0.4
Part_Pig_15_3,                          2255,   1407,   95,     84,     1,      1,      0.4,    0.4
Part_Pig_15_4,                          2596,   1752,   87,     50,     1,      3,      0.4,    0.4
Part_Pig_16_0,                          2086,   1553,   110,    88,     0,      6,      0.4,    0.4
Part_Pig_16_1,                          2520,   913,    87,     63,     1,      1,      0.4,    0.4
Part_Pig_16_2,                          318,    241,    75,     8,      1,      0,      0.4,    0.4
Part_Pig_16_3,                          332,    1529,   79,     32,     1,      -1,     0.4,    0.4
Part_Pig_16_4,                          213,    1414,   55,     6,      1,      1,      0.4,    0.4
Part_Pig_16_5,                          455,    203,    8,      8,      1,      0,      0.4,    0.4
Part_Pig_16_6,                          2086,   1553,   110,    88,     0,      0,      0.4,    0.4
Part_Pig_16_7,                          2513,   1265,   87,     65,     0,      1,      0.4,    0.4
Part_Pig_17_0,                          2275,   1092,   97,     66,     1,      0,      0.4,    0.4
Part_Pig_18_0,                          1582,   1329,   95,     81,     1,      1,      0.4,    0.4
Part_Pig_18_1,                          2232,   1497,   91,     54,     0,      -1,     0.4,    0.4
Part_Pig_18_2,                          2612,   1449,   26,     52,     1,      0,      0.4,    0.4
Part_Pig_18_3,                          1958,   239,    127,    96,     1,      0,      0.4,    0.4
Part_Pig_18_4,                          1106,   1988,   91,     59,     1,      2,      0.4,    0.4
Part_Pig_19_0,                          2122,   1497,   108,    54,     0,      -1,     0.4,    0.4
Part_Pig_19_1,                          266,    1539,   27,     23,     0,      1,      0.4,    0.4
Part_Pig_19_2,                          886,    2002,   46,     45,     0,      0,      0.4,    0.4
Part_Pig_19_3,                          634,    1346,   130,    66,     0,      0,      0.4,    0.4
Part_Pig_19_4,                          2087,   979,    108,    50,     0,      -1,     0.4,    0.4
Part_TimeBomb_0_0,                      864,    1344,   79,     68,     0,      1,      0.5,    0.5
Part_KingPig_0_0,                       269,    459,    223,    182,    0,      13,     0.22,   0.22
Part_KingPig_0_1,                       322,    738,    211,    127,    0,      15,     0.22,   0.22
Part_KingPig_0_2,                       359,    1244,   178,    17,     1,      18,     0.22,   0.22
