OUTPUT,                                 1024,   1024,   0.5
PartButton_StickyWheel,                 949,    144,    73,     83,     0,      0,      1,      1
PartButton_Kicker,                      826,    259,    72,     72,     0,      0,      1,      1
PartButton_PoweredUmbrella,             885,    363,    68,     89,     0,      0,      1,      1
PartButton_Rocket,                      947,    229,    75,     61,     0,      0,      1,      1
PartButton_RedRocket,                   601,    98,     75,     61,     0,      0,      1,      1
PartButton_CokeBottle,                  306,    112,    99,     51,     0,      0,      1,      1
PartButton_SodaBottle,                  104,    164,    99,     51,     0,      0,      1,      1
PartButton_TNT,                         900,    292,    69,     69,     0,      0,      1,      1
PartButton_Balloon,                     742,    292,    71,     79,     0,      0,      1,      1
PartButton_Sandbag,                     261,    67,     43,     60,     0,      0,      1,      1
PartButton_MotorWheel,                  955,    369,    62,     71,     0,      0,      1,      1
PartButton_SmallWheel,                  955,    369,    62,     71,     0,      0,      1,      1
PartButton_Propeller,                   971,    292,    52,     75,     0,      0,      1,      1
PartButton_Fan,                         956,    1,      66,     75,     0,      0,      1,      1
PartButton_Rotor,                       1,      103,    101,    61,     0,      0,      1,      1
PartButton_Umbrella,                    815,    333,    68,     96,     0,      0,      1,      1
PartButton_Bellows,                     93,     217,    89,     59,     0,      0,      1,      1
PartButton_Rope,                        867,    186,    78,     71,     0,      0,      1,      1
PartButton_Engine,                      956,    78,     63,     64,     0,      0,      1,      1
PartButton_SpringBoxingGlove,           205,    164,    95,     59,     0,      0,      1,      1
PartButton_GrapplingHook,               1,      268,    87,     55,     0,      0,      1,      1
PartButton_Gearbox,                     955,    442,    61,     72,     0,      0,      1,      1
PartButton_PointLight,                  519,    132,    73,     82,     0,      0,      0.9,    0.9
PartButton_SpotLight,                   520,    51,     79,     79,     0,      0,      0.9,    0.9
PartButton_Kicker_0,                    668,    221,    72,     73,     0,      0,      1,      1
PartButton_Kicker_1,                    678,    146,    72,     73,     0,      0,      1,      1
PartButton_Kicker_2,                    752,    217,    72,     73,     0,      0,      1,      1
PartButton_Kicker_3,                    594,    161,    72,     73,     0,      0,      1,      1
PartButton_Egg,                         785,    51,     80,     82,     0,      0,      0.7,    0.7
PartButton_Pumpkin,                     302,    165,    86,     73,     0,      0,      0.7,    0.7
PartButton_WoodenWing,                  458,    1,      141,    48,     0,      0,      0.7,    0.7
PartButton_MetalWing,                   313,    1,      143,    43,     0,      0,      0.7,    0.7
PartButton_WoodenTail,                  601,    1,      100,    95,     0,      0,      0.7,    0.7
PartButton_MetalTail,                   157,    67,     102,    95,     0,      0,      0.7,    0.7
PartButton_AlienPointLight,             873,    1,      81,     101,    0,      0,      0.7,    0.7
PartButton_JetEngine,                   157,    1,      154,    64,     0,      0,      0.7,    0.7
PartButton_JetEngineAll,                1,      1,      154,    100,    0,      0,      0.7,    0.7
PartButton_ValveFuelTube,               313,    46,     103,    64,     0,      0,      0.7,    0.7
PartButton_Switch,                      418,    51,     100,    42,     0,      0,      0.7,    0.7
PartButton_SPDTSwitch,                  1,      166,    90,     100,    0,      0,      0.7,    0.7
PartButton_VariableResistor,            703,    51,     80,     93,     0,      0,      0.7,    0.7
PartButton_Vcc,                         418,    95,     99,     99,     0,      0,      0.7,    0.7
PartButton_ElectricFieldGenerator,      184,    225,    86,     72,     0,      0,      0.7,    0.7
PartButton_MagneticFieldGenerator,      90,     278,    86,     72,     0,      0,      0.7,    0.7
PartButton_PointCharge,                 785,    135,    80,     80,     0,      0,      0.7,    0.7
PartButton_MechanicalGate,              867,    104,    80,     80,     0,      0,      0.7,    0.7
PartButton_SliderButton_UpTrigger,      788,    1,      83,     48,     0,      0,      0.7,    0.7
PartButton_SliderButton_DownTrigger,    703,    1,      83,     48,     0,      0,      0.7,    0.7
PartButton_SliderButton_ResetTrigger,   1,      325,    84,     84,     0,      0,      0.7,    0.7
